id,scene,question,answer,evidence,qa_type
1,第44场,宫二提到的处事原则是什么？,宁可一思进，莫在一思停。,宁可一思进，莫在一思停。,dialogue/beliefs
2,第50场,在[第50场]中，宫二认为宫家武学为何不应绝？,武学千年，烟消云散的事见得少，凭什么宫家的就不能绝？,宫二：武学千年。烟消云散的事，我们见得还少吗?凭什么宫家的就不能绝？,dialogue/beliefs
3,第14场,"在[第14场]中, 宫二的性格状态如何？",眼睛里只有胜负，没有人情世故,你的脾气啊就是爹年轻的时候，眼睛里只有胜负，没有人情世故。,character states
4,第17场,三爷对宫二的劝告内容是什么？,得饶人处且饶人，听天意,得饶人处且饶人，二姑娘，很多事情不是看人事，而是听天意,dialogue/beliefs
5,第43场,宫二对父亲提出了什么条件？,让女儿看见一盏亮着的风灯,你要是你想的和女儿想的一样，你就让女儿看见一盏亮着的风灯吧。,dialogue/beliefs
6,第41场,在[第41场]中，宫二认为取宫家东西需要什么条件？,必须是宫家的人,宫家的东西至金至贵。要取。必须得是宫家的人。,dialogue/beliefs
7,第43场,宫二如何表达对父亲的试探？,以风灯为象征验证心意相通,爹，你知道女儿心里想的是什么么？你要是你想的和女儿想的一样，你就让女儿看见一盏亮着的风灯吧。,dialogue/beliefs
8,第40场,五爷认为最大的仇恨是什么？,欺师灭祖,这仇太大了，欺师灭祖,dialogue/beliefs
9,第46场,宫二说了什么？,我只能进。不能停。,雪地。宫二：我只能进。不能停。,dialogue/beliefs
10,第15场,宫羽田为何说江湖事与宫二无关？,她已定亲，该当大夫尽孝,你是定了亲的人了，江湖的事，和你没关系，当个好大夫，平平安安的。,causal/relational queries
11,第48场,叶问如何踢击踢馆领头人？,叶问用一脚踢开领头人，随后收回脚等待其站起，最后再踢飞他。,叶问一脚踢开踢馆领头人。叶问收回脚，没有再踢，而是等他站起。叶问:这还有一脚呢。踢馆人被叶问一脚踢飞，玻璃碎了一地。,detailed description
12,第40场,五爷提到谁继承了老爷子的六十四手？,宫二,你的六十四手也是老爷子手把手交的,dialogue/beliefs
13,第42场,宫二对未婚夫说了什么？,别打听我的消息，没有消息就是消息，你再找个人吧。,宫二 别打听我的消息，没有消息就是消息，你再找个人吧。,dialogue/beliefs
14,第22场,"在[第22场]中, 马三和他女儿的武艺传承是什么？",马三得到刚劲，女儿得到柔劲，是六十四手的唯一传人。,马三得到了他的刚劲，女儿得到了他的柔劲，是六十四手的唯一传人。,character states
15,第26场,"在[第26场]中, 宫二的情绪状态如何？",遗憾和未完成感,可惜见不到众生。这条路，我没走完。,character states
16,第27场,"在[第27场]中, 盒子里有什么？",二小姐的头发烧成的灰,这是她发愿前，剪下的自己的头发烧成的灰。姑娘说你和她相识了半辈子，实则你不知她，她不知你。看了这东西，你就能明白她。叶先生，宫家没人了，我把二小姐交给你了。（递盒子。）,objects/props
17,第61场,在[第61场]中，宫二如何处理自己的头发？,剪下一截并烧成灰,宫二剪下一截自己的头发，烧成灰。,detailed description
18,第5场,叶问的旁白表达了什么观点？,人生四季中，四十岁前都是春天,如果人生有四季的话。我四十岁之前都是春天。,dialogue/beliefs
19,第15场,宫羽田为何带宫二进入金楼？,想求个始终，让她看自己如何退下,这次让你下来，是想求个始终。让你看看，爹是怎么退下来的。,causal/relational queries
20,第30场,"在[第30场]中, 孩子处于什么状态？",被吓得哭闹不休,孩子被吓得哭闹不休,character states
21,第17场,宫二认为父亲的遗言是什么？,为了让宫二有好日子过,我的爹的话，是为了让我有好日子过,dialogue/beliefs
22,第25场,"在[第25场]中, 叶问的武术理念是什么？",千古无同局,叶问：千古无同局。,character states
23,第51场,叶问如何表达对宫家的态度？,谁要来指教的，我随时恭候,谁要来指教的，我随时恭候,dialogue/beliefs
24,第13场,在[第13场]中，为什么丁连山认为无法回到东北？,东北被日本人占据，处于太阳旗下。,现在的东北是日本人的天下，在太阳旗下，能容得下我这只鬼？,causal/relational queries
25,第13场,宫羽田为什么说等炉子里容得下新柴就回去？,丁连山需要合适的时机，火候到了才能回去。,做羹，要讲究火候，火候不到，就众口难调，火候过了，事情就焦。,causal/relational queries
26,第59场,"在[第59场]中, 宫二回忆中练六十四手的地点是哪里？",东北雪林,在东北雪林练六十四手,scene localization
27,第24场,三天前谁坐在这个位置？,宫二的父亲,三天前，我爹就坐在这个位置。,temporal references
28,第41场,老姜要求谁让开？,除了马三其他人都让开,老姜：除了马三其他人都给我让开。,dialogue/beliefs
29,第50场,在[第50场]中，叶问为何认为宫家六十四手不该烟消云散？,宫家六十四手是一座高山，不该就这样烟消云散。,叶问：宫家六十四手是一座高山，不该就这样烟消云散。,dialogue/beliefs
30,第8场 | 第7场 | 第38场,马三在宫羽田宣布其接班后表现出怎样的态度？,马三表现出恭敬和谦逊的态度，他上前一步向在场众人拱手行礼，以示对师门和同门的尊重。,马三上前一步，向在场众人拱手行礼，众人纷纷鼓掌表示认可。,character states
31,第47场 | 第48场,叶问在面对踢馆者挑衅时表现出怎样的心理状态？,叶问表现出冷静、自信且掌控局面的心理状态。,叶问在对方挑衅时平静地关门，言语中展现出以少胜多的底气，并在打斗中有条不紊地数脚、等待对手起身，体现其从容与自信。,character states
32,第39场 | 第42场 | 第59场,宫二在得知父亲遗言后表现出怎样的心理状态？,宫二在得知父亲留下‘不问恩仇’的遗言后，表现出沉默和内心挣扎的心理状态。,宫二听了遗言后默默回了回头，没有再说什么，显示出她内心的复杂情绪。,character states
33,第42场 | 第59场 | 第60场,宫二在决定不婚嫁后，对未婚夫传达了怎样的态度？,宫二明确表示希望未婚夫不要再打听她的消息，并让他另寻他人成婚。,宫二将戒指交还给未婚夫，告诉他别打听她的消息，没有消息就是消息，让他再找个人。,character states
34,第54场,在与马三对决时，宫二通过什么关键领悟使她最终确信自己已经讨回了宫家的东西？,宫二领悟到父亲传授的‘老猿挂印’这一招的关隘在于‘回头’，从而明白自己已经完成了讨回宫家东西的使命。,宫二提到父亲教她‘老猿挂印’时说关隘在回头，当时她不懂，现在才明白，因此确认宫家的东西已经还了。,character states
35,第56场,在白玫瑰理发厅的对峙中，三江水因为什么情绪状态而对一线天提出互相捅三刀的要求？,三江水因触景生情、思念母亲而情绪激动，在感到尊严受挫且命悬一线时，提出互相捅三刀的要求。,三江水在对话中流泪提及想娘，称一线天的眼睛像他娘，并在被阻止拿钱时质疑命都没了还讲什么规矩。,character states
36,第42场 | 第59场,宫二在雪地中归还戒指时，老姜对她立誓习武不嫁的决定表现出怎样的态度？,老姜对宫二的决定感到担忧，劝她三思，认为她放弃婚事和未来家庭生活不值得。,老姜在雪中劝宫二三思，提醒她立誓后将不能嫁人、传艺、有后，强调这是不可回头的决定。,character states
37,第6场 | 第7场 | 第37场,在宫羽田宣布引退时，他对自己的武术生涯表达了怎样的情感状态？,宫羽田流露出一种感慨和满足的情感状态，他认为自己已完成重要事业，到了该退下的年纪，希望新人接替。,宫羽田提到自己已老，完成了合并门派、主持武士会和促成南北武术交流三件大事，此次引退是为向南方同门告别。,character states
38,第47场 | 第48场,叶问在面对踢馆者挑衅时表现出怎样的心理状态？,叶问表现出冷静而自信的心理状态，面对多人挑衅依然镇定自若，并以言语和行动展现对自身武艺的绝对把握。,叶问平静地让关门，面对威胁毫无惧色，用‘我有两只手，八只脚’回应对方人数优势，并在打斗中从容数脚、等对手起身再继续，显示其沉着与自信。,character states
39,第56场,在白玫瑰理发厅的对峙中，三江水被一线天按坐在椅子上后，一线天通过什么方式表达了这是最后一次通融？,一线天将一半的钱塞进三江水手里，并告诉他这次只是念经，只此一次，下次就该超度了。,一线天将一半的钱交给三江水，并以念经仅此一回、下次即超度为警告，表明这是最后一次通融。,character states
40,第56场,在白玫瑰理发厅的对峙中，三江水因提到母亲的忌日而表现出怎样的心理状态？,三江水表现出悲伤和情感脆弱的心理状态。,三江水眼含泪水，提到当天是他娘的忌日，并流着泪说一线天的眼睛像他娘。,character states
41,第38场 | 第7场 | 第38场,马三在宫羽田宣布他接班时表现出怎样的状态？,马三表现出恭敬和顺从的状态，他上前一步并向在场众人拱手行礼，以示接受任命和尊重。,宫羽田宣布由马三接班后，马三上前一步，向在场众人拱手行礼，众人鼓掌表示认可。,character states
42,第7场 | 第37场,在宫羽田宣布引退时，他对自己的年龄和角色转变表达了怎样的状态？,宫羽田认为自己已经年老，应当退居幕后，让新一代的武者接替他的位置。,宫羽田表示自己老了，新人该出头了，办引退仪式是为了向老朋友告别。,character states
43,第35场,灯叔在号召南粤子弟抗日时表现出怎样的态度？,灯叔表现出坚定且激昂的态度，强调服从孙中山的领导，并号召南粤子弟勇敢反抗日本侵略者。,灯叔挺直身子，号召南粤子弟抗日，表示孙子才不敢打日本鬼子，来一个杀一个。,character states
44,第56场,在白玫瑰理发厅对峙时，三江水为什么在提出互相捅三刀后又接受了一线天坐椅子的提议？,因为三江水提出互相捅三刀被一线天认为太俗，一线天随即提出坐椅子的新条件，三江水在推搡中被压坐上去，最终接受了这一方式。,三江水提出互相捅三刀，一线天说太俗，并指椅子让他坐上去，若坐不踏实钱就归他，两人推搡后三江水被压坐在椅子上。,character states
