id,scene,question,answer,evidence,qa_type
1,14.婚礼现场|内|日,在[14.婚礼现场|内|日]中，袁华即兴赋诗的内容是什么？,只身赴宴鸡毛装，都是同学装鸡毛,只身赴宴鸡毛装，都是同学装鸡毛,detailed description
2,20.酒店奢华洗手间|内|日,"在[20.酒店奢华洗手间|内|日]中, 夏洛在洗手间的情绪状态如何？",暴躁、狼狈、自怜,夏洛突然暴躁的捶墙发泄，踹马桶。...夏洛抚摸着自己脖子上被马冬梅抓的血印子，不禁自怜。,character states
3,42.夏洛家楼下-街上|外|黄昏,夏洛的歌曲结束时发生了什么？,马冬梅推着自行车望着夏洛家窗户,42a.马冬梅推着自行车望着夏洛家窗户，灯火中映出夏洛弹琴的身影。,temporal references
4,48.学校礼堂|内|日,夏洛在演唱中提到的口号是什么？,东亚病夫的招牌已被我一脚踢开,（只唱歌曲高潮部分，“东亚病夫的招牌已被我一脚踢开”,dialogue/beliefs
5,20.酒店奢华洗手间|内|日,"在[20.酒店奢华洗手间|内|日]中, 夏洛呕吐后做了什么动作？",擦干嘴巴，看着镜子中的自己,夏洛擦干嘴巴，余光中看见洗手台的镜子反射出的自己吓了一跳,character states
6,13.教室里|内|日,"在[13.教室里|内|日]中, 夏洛在何处唱《伤心太平洋》？",元旦联欢会舞台,夏洛在元旦联欢会舞台上唱《伤心太平洋》。,scene localization
7,29.操场大柳树下|外|日,"在[29.操场大柳树下|外|日]中, 袁华此时的情绪如何？",懊恼,袁华：我好懊恼,character states
8,9.酒店大堂|内|日,画外音表达了什么观点？,我要穿的最帅气，成为全场最能配的上邱雅的男人。,画外音：虽然今天的主角不是我，但我要穿的最帅气，成为全场最能配的上邱雅的男人。,dialogue/beliefs
9,7.校园操场|外|日,夏洛在升旗仪式上如何被嘲笑？,裤子被升起，穿着内裤哭,升旗仪式升起夏洛的裤子，迎风飘扬，夏洛穿着内裤在操场上哭,detailed description
10,36.夏洛家客厅|内|日,夏洛开始自弹自唱时，夏洛妈和王姨在做什么？,他们面面相觑并悄悄推开房门,夏洛妈和王姨面面相觑，夏洛妈悄悄推开房门,temporal references
11,17.豪车|内|日,"在[17.豪车|内|日]中, 小舅子的脸上有什么痕迹？",脸上印着一个巴掌印,脸上印着一个巴掌印,character states
12,12.豪华酒店|内|日,夏洛为什么在同学会上不合群？,他一直在筹备演唱会,夏洛：我一直在筹备我的演唱会，实在是太忙了。,causal/relational queries
13,61.北操场台阶上|外|日,"在[61.北操场台阶上|外|日]中, 夏洛看到马冬梅捡起向日葵时，马冬梅所在的地点是哪里？",领操台,夏洛在领操台远远的看到了马冬梅捡起向日葵的背影,scene localization
14,16.豪华酒店|内|日,"在[16.豪华酒店|内|日]中, 夏洛当时的情绪状态如何？",喝多且紧张,夏洛已然喝多。夏洛（紧张的打断王老师）,character states
15,19.酒店楼梯-走廊|内|日,"在[19.酒店楼梯-走廊|内|日]中, 夏洛在逃跑时处于什么状态？",慌乱,夏洛跌跌撞撞从安全通道跑向酒店二层,character states
16,6.酒店大堂|内|日,画外音中提到的藏起来的人是谁？,邱雅,然而我心里却一直偷偷藏着一个人，她的名字叫邱雅。,dialogue/beliefs
17,10.某奢侈品店|内|日,"在[10.某奢侈品店|内|日]中, 夏洛此时正在做什么？",整理新衣服胸前的鸡毛,夏洛站在镜子前，整理着新衣服胸前的鸡毛。,character states
18,8.酒店大堂|内|日,夏洛的视线落在什么物品上？,新郎的易拉宝,夏洛的视线落在新郎的易拉宝上,detailed description
19,33.校长室门口|内|日,"在[33.校长室门口|内|日]中, 袁华当时的情绪状态如何？",犹豫,犹豫片刻,character states
20,62.楼顶天台|外|日,夏洛如何评价冬梅的嗓门？,说个话跟放炮似的,夏洛：那大嗓门说个话跟放炮似的,dialogue/beliefs
21,10.某奢侈品店|内|日 | 11.婚礼会场|内|日 | 18.豪华酒店|内|日,夏洛在婚礼现场看到自己与司仪撞衫时表现出怎样的心理状态？,夏洛在发现撞衫后感到窘迫，试图掩饰尴尬，但面对宾客的哄笑仍陷入难堪。,夏洛在撞衫后迅速弯腰塞回滑落的价签，动作显示其试图掩饰；宾客笑声蔓延，表明他未能成功化解尴尬。,character states
22,15.小舅子单位门口|外|日 | 17.豪车|内|日 | 18.豪华酒店|内|日,在婚礼现场被夏洛推倒后，马冬梅对夏洛表现出怎样的心理状态？,马冬梅感到受伤和愤怒，她认为夏洛将她的关心误解为软弱。,马冬梅坐在地上抬头质问夏洛是否把她的关心当成软弱，显示出她情绪受创且充满愤懑。,character states
23,11.婚礼会场|内|日 | 18.豪华酒店|内|日 | 20.酒店奢华洗手间|内|日,夏洛在婚礼现场因撞衫司仪后表现出怎样的心理状态？,夏洛在发现自己的风衣与司仪撞衫后感到窘迫，试图掩饰尴尬，但面对宾客的哄笑，陷入难堪。,夏洛迅速将滑落的价签塞回，且在众人注意到撞衫后出现短暂寂静并引发笑声，显示其窘迫与尴尬。,character states
24,14.婚礼现场|内|日 | 18.豪华酒店|内|日 | 22.医院|内|日,夏洛在医院醒来时，为什么对自己所处的现实表现出极度震惊和怀疑？,因为夏洛醒来后发现自己母亲还活着，且身处现代，与他记忆中的过去不符，使他怀疑自己是否还活着或处于梦境中。,夏洛看到母亲后表示不敢相信她还活着，发现自己受伤住院，且对当前年份和国家主席提出激烈确认，表现出对现实的强烈怀疑。,character states
25,2.豪车|内|日 | 12.豪华酒店|内|日,在同学会聚餐上，夏洛为何表现出夸张的行为并引起周围人的侧目？,夏洛为了吸引邱雅的注意，在她换桌敬酒时故意从她和新郎中间挤过，并晃动酒杯引起她的视线。,夏洛晃动酒杯并将自己置于邱雅的视线中，随后从邱雅和新郎中间挤过，引发周围人注意。,character states
26,17.豪车|内|日 | 18.豪华酒店|内|日 | 44.操场|外|日 | 49.学校自行车棚|外|日,马冬梅在婚礼现场看到夏洛和邱雅互动时，内心产生了怎样的情绪状态？,马冬梅感到伤心和痛苦，情绪复杂，最终因无法抑制悲愤而含泪持刀追砍夏洛。,马冬梅在婚礼上静静望着夏洛和邱雅，神情复杂，随后含泪抽出切刀冲向夏洛，引发混乱。,character states
27,8.酒店大堂|内|日 | 18.豪华酒店|内|日 | 50.游戏厅|内|日,在婚礼现场，夏洛对马冬梅表现出怎样的情绪状态，当他拒绝离开并最终将她推倒时？,夏洛表现出愤怒和抗拒的情绪状态，他不仅拒绝马冬梅的劝告，还在她拉拽自己时突然吼她滚开，并将她推倒在地。,夏洛拒绝马冬梅的劝离，吼她滚开并将其推倒，显示他对她的关心充满愤怒与抗拒。,character states
28,31.教室|日|内 | 32.操场篮球场|日|外 | 33.校长室门口|内|日,在被王老师表扬并引发夏洛质疑后，袁华表现出怎样的情绪状态？,袁华表现出得意的情绪状态。,王老师表扬袁华获奖时，袁华抿着嘴露出得意的笑容。,character states
29,32.操场篮球场|日|外,袁华在被张扬嘲讽时表现出怎样的情绪状态变化？,袁华最初保持克制，专注投篮，但在张扬提及夏洛和他父亲后，情绪转为愤怒，最终通过摔球和 abrupt 离开来表达不满与自尊受挫。,袁华起初未理会嘲讽，专注打球，但在张扬提及敏感话题后脸色一沉，摔球离开，书包散落也未回头，显示情绪从压抑到爆发的变化。,character states
30,46.校园的各个角落|日 | 47.老师办公室|内|日 | 48.学校礼堂|内|日,王老师为什么在办公室里突然咬了一口未剥完的鸡蛋？,因为他在听广播中的吉他演唱时感到生气。,王老师在办公室里听着广播中的吉他演唱时，突然生气地咬了一口剥了一半的鸡蛋。,character states
31,49.学校自行车棚|外|日 | 21.高中教室|内|日 | 22.医院|内|日 | 50.游戏厅|内|日,夏洛在教室当众强吻邱雅后，表现出哪些迹象表明他处于现实与幻觉混淆的心理状态？,夏洛在强吻邱雅后，试图通过睁眼、身体抽动、拍打自己的脸和喃喃自语来让自己清醒，表现出他以为自己在梦中，无法分辨现实与幻觉。,夏洛在亲吻后说这是一场梦，说自己该醒了，并用力睁眼、抽动身体、拍打脸，嘴里说着喝多了醒不过来，显示他混淆了现实与梦境。,character states
32,7.校园操场|外|日 | 21.高中教室|内|日 | 27.户外厕所|外|日,在升旗仪式上裤子被升上旗杆后，夏洛的情绪状态如何表现？,夏洛感到羞辱和崩溃，蹲在地上哭了起来。,夏洛在众人注视下只能穿着内裤，蹲在地上哭了起来。,character states
33,50.游戏厅|内|日 | 21.高中教室|内|日 | 22.医院|内|日 | 50.游戏厅|内|日,夏洛在教室当众强吻邱雅后，表现出哪些表明他精神状态混乱的举动？,夏洛在强吻邱雅后，继续扑向她并说这是一场梦，自己该醒了，随后用力睁眼、身体抽动，发现仍在教室后开始拍打自己的脸，喃喃说喝多了醒不过来，眼神涣散，分不清现实与幻觉。,夏洛在强吻后表现出现实与梦境混淆，试图通过拍打脸部和睁眼来清醒，但仍停留在原地，精神状态明显失常。,character states
34,14.婚礼现场|内|日 | 30.操场领操台|外|日,在当众检讨时，夏洛对王老师道歉后，王老师的反应表现出怎样的态度变化？,王老师最初冷眼盯着夏洛，但在夏洛道歉并承诺赔偿后，突然抬起手鼓了鼓掌，表现出从冷漠到认可的态度变化。,王老师先冷眼盯着夏洛，随后在夏洛道歉后鼓掌回应。,character states
35,21.高中教室|内|日 | 22.医院|内|日 | 50.游戏厅|内|日,在教室当众强吻邱雅后，夏洛为什么开始拍打自己的脸并喃喃说自己喝多了？,因为夏洛以为自己在做梦，试图通过拍打脸让自己清醒过来。,夏洛在强吻邱雅后以为身处梦境，通过拍脸和喃喃自语试图醒来,character states
