id,scene,question,answer,evidence,qa_type
1,1、 油画旁白,在[1、 油画旁白]中，潘金莲和西门庆如何对待武大？,勾搭成奸并毒死武大,与潘金莲勾搭成奸。把武大给毒死了,detailed description
2,74、 定格。,"在[74、 定格。]中, 李雪莲如何回应他人对她的议论？",跟着笑，像说的不是自己,别人说的时候，她也跟着笑，像说的不是她，是另外一个人……,character states
3,19、 河边 黄昏 外,潘金莲指代什么？,《水浒传》中通奸谋杀亲夫的女性角色,潘金莲婚后与人通奸，并谋害亲夫,terminology/abbreviation/concept
4,7、 小镇街道 日 内,李雪莲对判决结果持什么态度？,认为自己被骗，判决不公。,法院的判决让李雪莲越想越气，李雪莲气的是丈夫骗了她，谁知一告状，官司还输了，这不证明丈夫做的是对的，李雪莲被骗成活该了吗？,dialogue/beliefs
5,6、 光明县人民法院第五审判厅 日 内,在[6、 光明县人民法院第五审判厅 日 内]中，李雪莲如何评价秦玉河？,称其为畜生,和秦玉河打官司，那个畜生怎么不到场，只来了一个律师哩？,dialogue/beliefs
6,21、 猪肉铺后面的小巷 日 外,"在[21、 猪肉铺后面的小巷 日 外]中, 老胡是否害怕？",是，担心无法完成任务,老胡：我一个人杀得了这么多人么？...我又不是黑社会,character states
7,39、 古宅院 日 内,"在[39、 古宅院 日 内]中, 王公道对李雪莲的评价是什么？",认为她难缠且心思难测,王公道：十年了，这个妇女变得越来越难缠了，她越说不告状，我越弄不清楚她的心思,character states
8,17、 牛棚 日 外,"在[17、 牛棚 日 外]中, 李雪莲的情绪状态如何？",对告状失去信心，决定不告状,李雪莲决定不告状了，不告状并不是听了牛的话，而是对告状死了心,character states
9,1、 油画旁白,李雪莲的丈夫如何评价李雪莲？,说李雪莲是潘金莲,李雪莲的丈夫说李雪莲是潘金莲,detailed description
10,10、 饭店门口 夜 外,李雪莲对荀院长说了什么？,你们的人把我的案子判错了，你不能不管啊！,李雪莲：荀院长，你们的人把我的案子判错了，你不能不管啊！,dialogue/beliefs
11,40、 雪莲牛骨汤 日 外,李雪莲说今年不告状是在什么时候？,北京人代会召开前,郑众：北京又要开人代会了，那你还去告状不去了？李雪莲：我昨天不是已经说了么？今年我不去了。,temporal references
12,5、 县城小路 日 外,在[5、 县城小路 日 外]中，李雪莲为什么和秦玉河假离婚？,为了在县城分房,去年，我和秦玉河假离婚，是为了能在县城分一套房子。,causal/relational queries
13,57、 旅店 内 日,灯光变化后，镜头如何移动？,镜头从床位平移到床前，停在李玉莲光洁的背上,灯光暗了下来。镜头从床位平移到床前，停在李玉莲光洁的背上。,detailed description
14,21、 猪肉铺后面的小巷 日 外,"在[21、 猪肉铺后面的小巷 日 外]中, 李雪莲的情绪状态如何？",情绪激动，感到憋闷,李雪莲：（捂胸口）心里憋得慌,character states
15,3、 小路 日 外,"在[3、 小路 日 外]中, 李雪莲的情绪状态如何变化？",从迷茫变得坚定,李雪莲迷茫地站在雨中看向远方，但很快又坚定地向前走去,character states
16,35、 宴会厅 日 内,"在[35、 宴会厅 日 内]中, 首长在会议上的情绪状态如何？",被逼无奈,看来我是被逼上梁山了,character states
17,62、 桥上 日 外,潘金莲在文中指代什么？,被污蔑为淫妇的人,秦玉河说她是潘金莲,terminology/abbreviation/concept
18,38、 雪莲牛骨汤 日 内,"在[38、 雪莲牛骨汤 日 内]中, 王公道带来的猪腿为什么被拿回去？",李雪莲信佛不吃肉,你把我这个猪腿给我拿回去，我现在信佛呢，不吃肉,objects/props
19,13、 永安市政府 日 外,"在[13、 永安市政府 日 外]中, 蔡沪浜站在何处观察李雪莲？",市政府走廊的窗前,市长蔡沪浜站在走廊的窗前望着大门口的李雪莲。,scene localization
20,13、 永安市政府 日 外,"在[13、 永安市政府 日 外]中, 李雪莲在何处举着‘冤’字瓦楞纸？",市政府大门口,李雪莲坐在地上，把一张写着‘冤’的瓦楞纸举在头顶。市政府车水马龙，市长蔡沪浜站在走廊的窗前望着大门口的李雪莲。,scene localization
21,8、 李雪莲家里 夜 内,李雪莲在窗前做什么？,坐在窗前沉思。,李雪莲坐在窗前沉思。,detailed description
22,17、 牛棚 日 外,"在[17、 牛棚 日 外]中, 李雪莲的处境是什么？",得罪了所有人，官司未打赢,李雪莲：我把这世界上的人都得罪光了，你说，接下来我还折腾不折腾了？,character states
23,25、 北湖宾馆厨房 日 内 | 29、 厨房储藏室 夜 内 | 28、 故宫 日 外,赵大头在陪李雪莲来北京期间，表达了他对李雪莲长期存在的情感是什么状态？,赵大头表示他从中学时就开始喜欢李雪莲，这次陪她来北京让他感到是难得的机会。,赵大头说自己从中学时就喜欢李雪莲，现在能陪她来北京，是历史给的机会。,character states
24,14、 桥上 日 外 | 16、 派出所大门 日 外 | 23、 雪莲牛骨汤店门前 日内 | 28、 故宫 日 外,李雪莲在故宫拍照时，内心为何感到迷茫？,因为她意识到自己来北京是为了告状，却不知道该去什么地方、找什么人申诉。,李雪莲清楚自己来北京不是旅游而是要告状，但站在故宫里不知道该去什么地方、找什么人，那些能听她说话的地方在哪里。,character states
25,18、 小餐馆 日 外 | 20、 李雪莲弟弟家门口 日 外 | 21、 猪肉铺后面的小巷 日 外,在李雪莲提出让弟弟帮忙按住秦玉河以便自己行凶后，弟弟拒绝的原因是什么？,弟弟拒绝是因为即使不动手，只是按住人也会导致自己蹲大狱。,英勇表示就算不动手，按人也是要蹲大狱的。,character states
26,38、 雪莲牛骨汤 日 内 | 43、 雪莲牛骨汤饭桌 内 夜 | 40、 雪莲牛骨汤 日 外,在王公道询问李雪莲是否还要上访时，她表现出怎样的心理状态？,李雪莲表现出失望和心灰意冷的心理状态，她认为多年来上访没有得到任何回应，已经彻底放弃寻求结果。,李雪莲说告了这么多年没人管，她已死心，不再指望什么结果。,character states
27,15、 派出所 日 内 | 23、 雪莲牛骨汤店门前 日内 | 28、 故宫 日 外,李雪莲在故宫拍照时内心处于怎样的状态？,李雪莲内心感到迷茫和无助，她清楚自己来北京不是为了旅游，而是要告状，但却不知道该去哪里、找谁才能说出自己的冤情。,李雪莲站在故宫里，不知道该去什么地方、该找什么人，那些能听她说话的地方在哪里。,character states
28,16、 派出所大门 日 外 | 23、 雪莲牛骨汤店门前 日内 | 28、 故宫 日 外,李雪莲在故宫拍照时，内心为何感到迷茫？,因为她意识到自己来北京是为了告状，却不知道该去什么地方、找什么人申诉。,李雪莲清楚自己来北京不是旅游而是要告状，但站在故宫里不知道能听她说话的地方在哪里。,character states
29,21、 猪肉铺后面的小巷 日 外,李雪莲为什么在与老胡商议复仇计划后决定去北京告状？,因为老胡拒绝帮助她实施复仇计划，她感到本地无人支持，认为只有去北京才能找到明白人解决问题。,老胡认为杀五个人风险太大，只为了和李雪莲发生关系不值得，于是拒绝动手；李雪莲见他不敢帮忙，便扔下镰刀，觉得本地都是糊涂人，北京总该有明白人，于是决定去北京告状。,causal/relational queries
30,19、 河边 黄昏 外 | 21、 猪肉铺后面的小巷 日 外 | 24、 北湖宾馆门前 日 外,李雪莲在河边磨刀时，内心为何感到必须采取行动？,因为秦玉河在众人面前称她为潘金莲，导致她被全县人议论和指指点点，这让她感到羞辱，因而决心采取行动。,秦玉河在众人面前说她是潘金莲，话一出口立刻传遍全县，人们在街头巷尾议论纷纷，指指点点，她没有辩解，也没有回家，径直走到河边磨起了刀。,character states
31,21、 猪肉铺后面的小巷 日 外 | 28、 故宫 日 外,在李雪莲提出用身体交换复仇帮助后，老胡的反应表现出他怎样的心理状态？,老胡最初表现出强烈的欲望和冲动，愿意为与李雪莲发生关系而承担暴力行为，但当得知目标包括多名官员后，转为退缩和权衡风险，显露出胆怯和功利的心理状态。,老胡一开始听闻条件后立刻表示愿意杀人，但看到纸条上五人名单后蹲下抱怨风险太大，认为不值得为一次关系冒如此大险。,character states
32,4、 王公道家 日 外 | 6、 光明县人民法院第五审判厅 日 内,在法庭宣布离婚有效后，李雪莲坚持认为离婚是假的，这反映出她怎样的心理状态？,李雪莲处于一种执着且不被理解的委屈状态，她坚信自己与丈夫的离婚并非出于本意，尽管已有合法证明，她仍坚持追求形式上的重新离婚以证清白。,李雪莲坚持说离婚是假的，虽然证是真的，但当时不是真心的，她想先证明离婚无效再复婚重新办离婚，别人觉得她折腾，但她认为这事很重要。,character states
33,18、 小餐馆 日 外,在李雪莲质问秦玉河假离婚期间的背叛行为时，秦玉河表现出怎样的情绪和态度？,秦玉河表现出愤怒和戒备的情绪，他拍桌站起，反唇相讥，质疑李雪莲的过往并怀疑她携带录音设备，拒绝进一步沟通。,秦玉河猛地拍桌站起，反问李雪莲凭什么说别人胡搞，并指责她婚前与别的男人有关系，同时怀疑她带着录音机，不肯多谈。,character states
34,11、 县政府门口 日 外 | 21、 猪肉铺后面的小巷 日 外 | 24、 北湖宾馆门前 日 外,李雪莲在北湖宾馆门前被警卫拦下时，她表现出怎样的心理状态？,李雪莲表现出坚持和确信的心理状态，她坚信自己的同学赵大头就在北湖宾馆当厨子，不接受警卫的拒绝。,李雪莲坚持说不可能，全县的人都知道赵敬礼在这儿做饭，并提起他有个外号叫赵大头。,character states
35,4、 王公道家 日 外 | 21、 猪肉铺后面的小巷 日 外 | 23、 雪莲牛骨汤店门前 日内 | 28、 故宫 日 外,李雪莲在意识到无法通过暴力手段解决问题后，内心产生了怎样的情绪变化？,李雪莲在发现老胡不敢帮她报复后，感到失望和压抑，胸口发闷，但她并未放弃，而是重新坚定了通过上访来澄清真相的决心。,李雪莲见老胡不敢动手，便扔下镰刀说他没胆，随后站在巷子里胸口发闷；她本不想再折腾，但为了说清楚假离婚的事，又决定不能罢休，最终打定主意去北京告状。,character states
36,4、 王公道家 日 外 | 43、 雪莲牛骨汤饭桌 内 夜 | 40、 雪莲牛骨汤 日 外,在马市长离开后，王公道对李雪莲表现出怎样的情绪状态，以及他为何有这种反应？,王公道表现出愤怒和责备的情绪，因为他认为李雪莲在陈述案件时提到牛是在借机骂人。,马市长走后，王公道拍桌责备李雪莲不该把案子扯到牛身上，认为那是骂人。,character states
37,10、 饭店门口 夜 外,在李雪莲雨中拦车申诉时，荀院长听到她对判决不公的控诉后表现出怎样的态度变化？,荀院长最初表现出倾听和询问的态度，但在听完李雪莲的控诉后未再回应，选择转身离开并上车离去。,荀院长起初让下属松手并亲自询问李雪莲情况，但在听完她关于判决不公和王公道问题的陈述后，没有进一步回应，直接上车离开。,character states
