id,scene,question,answer,evidence,qa_type
1,4、赛道终点，日，外,在[4、赛道终点，日，外]中，徐太浪如何描述自己与母亲的关系？,没见过母亲，母亲在他出生时就死了,我没见过我的母亲，我生下来我母亲就死了,dialogue/beliefs
2,4、赛道终点，日，外,徐太浪在采访中对父亲说了什么？,感谢父亲不支持、不理解、不尊重他的选择,我想对他说，爸，谢谢你，谢谢你那么不支持我的选择，谢谢你那么不理解我的爱好，也谢谢你那么不尊重我的职业,dialogue/beliefs
3,40、岸边，日，外,"在[40、岸边，日，外]中, 徐正太看到自己家着火时的情绪状态是什么？",焦急且惊慌,徐正太突然停下，看到自己的家里着了火，赶紧冲了过去,character states
4,39、小河，日，外,"在[39、小河，日，外]中, 徐正太是否戒酒？",没有，他重新开始喝酒,徐正太：阿浪，我等了你一晚上，本来都戒酒了，现在又喝上了。,character states
5,43、桥头，日，外,"在[43、桥头，日，外]中, 徐太浪抱着什么物品从火灾现场跑出？",一个骨灰盒,徐太浪怀抱着一个骨灰盒,objects/props
6,28、录像厅门口，日，外,"在[28、录像厅门口，日，外]中, 徐正太此时的行为状态是什么？",试图启动摩托车但失败,徐正太使劲蹬着摩托车，但摩托车根本不着,character states
7,61、医院，日，内,在[61、医院，日，内]中，徐太浪如何确认徐正太的身份？,将两手交叉伸直又攥紧，这是KTV的暗号,徐太浪慢慢将两手交叉在一起，将手伸直，又攥紧在一起，这是他们在KTV里设置的暗号,detailed description
8,55、街道，日，外,徐太浪上车前有什么表现？,露出了一个神秘的微笑,徐太浪露出了一个神秘的微笑后上车了。,detailed description
9,3、镜头组合,在[3、镜头组合]中，徐太浪开启Anti-Lag系统的目的是什么？,防止涡轮延迟提升性能,徐太浪：给我 3.5 个 Bar。Anti-Lag（涡轮反延迟系统）全开了啊！,causal/relational queries
10,48、饭店大厅，日，内,徐太浪提议如何拖延时间？,自己先上场,徐太浪：要不这样，我先上场，我尽量多拖延点时间。,detailed description
