scene,question,answer,evidence,qa_type
阿祖家，日，外,薇薇如何回应阿达的惊讶？,确认棺材存在并问是否吓人,薇薇：是啊，吓不吓人？,detailed description
小剧场，夜，内,薇薇为什么感到委屈？,她第一次看着亲近的人去世。,薇薇委屈的抱住阿达：我第一次看着一个人就这么没了，而且还是我这么亲近的人。,causal/relational queries
岳惠英家，夜，内,岳惠英为什么关掉床头灯？,她猜到女儿回来了,她猜到是女儿回来了，赶紧将床头灯关上了,causal/relational queries
学校门口，日，外,卢晓光为何要抢夺摄像师的相机？,因之前迁坟事件引发的矛盾,卢晓光冲过来去抢摄像师的相机。,causal/relational queries
乡村街道办事处，日，外,工作人员提到法律不承认什么？,家谱作为有效证明。,光有这个家谱是不行的，法律是不承认的。,causal/relational queries
村长家，日，内,阿祖在律师的话后如何回应？,着急又结巴,阿祖因为着急又结巴起来,detailed description
民政局，日，内,在[民政局，日，内]中，工作人员要求岳惠英如何证明父母的夫妻关系？,到当时父母办理结婚登记的街道查询原始资料,你到当时你父母办理结婚登记的街道去查询一下原始资料,detailed description
民政局，日，内,"在[民政局，日，内]中, 岳惠英递给了工作人员什么资料？",53年的原始婚姻资料,岳惠英来到了民政局，把资料递给了一个工作人员。,objects/props
学校操场，日，外,卢晓光射门导致什么结果？,球砸中岳惠英的眼角,卢晓光一个射门，球朝着岳惠英飞了过去。几个学生过来要阻止，岳惠英发现不对劲扭了一下头，球正好砸在了她的眼角。,causal/relational queries
阿祖家，日，外,阿祖为什么朝门口扭头？,因为听到外面传来滑倒的声音,阿祖听到外面传来一阵滑倒的声音，她朝门口扭了一下头。,causal/relational queries
学校门口，日，外,岳惠英为何在听到记者提问后脸色大变？,记者提到父亲的坟墓问题,岳惠英看到了摄像师，瞬间脸色大变，直接低头走开。,causal/relational queries
阿祖家，夜，内,阿祖如何处理家谱？,用陈旧的布包起来并放入盒子上锁,阿祖将家谱用一块陈旧的布慢慢包起来。把包好的家谱放在了一个陈旧的盒子里，然后慢慢用锁锁上。,detailed description
街道，日，外,尹笑平为什么拍照？,确认南墙位置,尹笑平掏出手机照片：别动啊，照一张。,causal/relational queries
医院，日，内岳惠英的梦境,岳惠英的呻吟声变大与什么有关？,与她从梦中醒来有关,画面切回 岳惠英的呻吟声越来越大，动作幅度也越来越大,causal/relational queries
火葬场，日，内,"在[火葬场，日，内]中, 尹笑平在火葬后做了什么？",把颅骨装了起来,尹笑平把颅骨装了起来。,character states
乡村村口，日，外,"在[乡村村口，日，外]中, 薇薇拍摄的牌坊上刻着什么字？",坚辉节操、妇职还兼、慈亲即是,薇薇看着牌坊：真有贞节牌坊这种东西啊！（拿出相机拍了一张照片，看着上面的字）坚辉节操、妇职还兼、慈亲即是。,objects/props
阿祖家，日，外,"在[阿祖家，日，外]中, 尹笑平面对棺材时的情绪状态如何？",很淡定,尹笑平很淡定,character states
田地，日，外,为什么薇薇问外婆临终前没说迁坟的事？,因为岳惠英提到要迁坟合葬,岳惠英：我妈说的，我懂。,causal/relational queries
阿祖家，夜，内,阿祖如何评价薇薇的行为？,不像话，都是湿的，脏死了。,阿祖：你这不像话啊，不像话。阿祖：你别脱，你别脱，不像话，都是湿的，脏死了，快起来。,dialogue/beliefs
乡村街道办事处，日，外,工作人员为何拒绝接受家谱？,法律不承认家谱作为有效证明。,法律是不承认的。,causal/relational queries
