id,scene,question,answer,evidence,qa_type
1,七十六、法庭 春 黄昏,法官宣布了什么？,程蝶衣汉奸一案暂停审理，被告人交保具结，予以释放。休庭。,"法官起立：“程蝶衣汉奸一案暂停审理，被告人交保具结，予以释
放。休庭。”",dialogue/beliefs
2,二、地坛市场,"在[二、地坛市场]中, 豆子娘对地痞的态度如何？",她打了地痞一巴掌，表现出愤怒。,豆子娘给了地痞一巴掌。,character states
3,二、地坛市场,"在[二、地坛市场]中, 小石头在表演时的表情如何？",双眼圆睁，嘴角有一丝谑笑。,小石头亮相，双眼圆睁，嘴角有一丝谑笑。,character states
4,二十六、关家科班春黄昏,"在[二十六、关家科班春黄昏]中, 小豆子在事件中处于什么状态？",主动认错并接受惩罚,小豆子:“师父，是我自个儿跑的，不关师哥的事，您打我。”小豆子转过身，走到院内板凳旁，趴下。,character states
5,二十三、戏园内,"在[二十三、戏园内]中, 小豆子观看表演时的情绪状态如何？",被震撼且充满向往,小豆子泪水莹莹看着楚霸王。,character states
6,五、关家堂屋,"在[五、关家堂屋]中, 小豆子左手有什么特殊特征？",长着六指,小豆子左手上长着六指。,character states
7,四十五、花满楼春夜,晓楼为何敬酒？,因今天是他们定亲的喜日子,晓楼：‘今儿不是咱俩定亲的喜日子吗？’,causal/relational queries
8,三十、关家科班春黄昏,小石头为何强迫小豆子张嘴？,因小豆子念《思凡》词时说'又不是女娇娥'。,小豆子：'我本是男儿郎……又不是女娇娥，为何……',causal/relational queries
9,七十四、法庭,"在[七十四、法庭]中, 检查官出示的相片内容是什么？",敌酋青木三郎与被告往来的罪证,敌酋青木三郎在日军投降后，仍有反抗举动，已被我军击毙，其与被告往来之罪证，相片已落入我方,objects/props
10,五十一、袁宅 春夜,“观世音”在对话中象征什么？,集阴阳精粹的神圣存在,观世音，尘世中，男子阳污，女子阴秽，独观世音集两者之精于一身，欢喜无量。,terminology/abbreviation/concept
11,七十四、法庭,"在[七十四、法庭]中, 程蝶衣被日本人用什么物品威胁？",手铐和手枪,程蝶衣是被日本人用手铐铐走的，还用手枪顶其项背威协,objects/props
12,三十五、太监内室春黄昏,小豆子说今年是什么年？,民国二十一年,是民国二十一年。,temporal references
13,三十四、厢房走廊春黄昏,戏园老板对虞姬的扮演有何看法？,虞姬怎么演她都有一死。,戏园老板:“关师傅，您要不明白可就说不过去了，这虞姬怎么演她都有一死不是？您说呢？”,dialogue/beliefs
14,十三、陶然亭,小石头唱了什么？,力拔山兮气盖世，时不利兮骓不逝,小石头唱：‘力拔山兮气盖世，时不利兮骓不逝……’,dialogue/beliefs
15,七、关家堂屋,关师傅要求小豆子如何站立？,两胳膊不准打弯，两脚朝天一条线,关师傅(画外音):“那院里的，两胳膊不准打弯，两脚朝天一条线，拿稳啰！”,detailed description
16,七十五、法庭外春黄昏,晓楼对四爷说了什么？,四爷您不能走,晓楼：'四爷您不能走，四爷，您不能走。',dialogue/beliefs
17,六十五、科班院内,关师傅为何责打段晓楼？,因段晓楼吃喝嫖赌、玩蛐蛐、当行头,关师傅:“我叫你吃喝嫖赌。我叫你玩蛐蛐！我叫你当行头。”,causal/relational queries
18,五十一、袁宅 春夜,“红尘知己”在文中指什么？,指在世俗中互相理解的朋友,自古宝剑酬知己，程老板愿做我的红尘知己吗？,terminology/abbreviation/concept
19,三十三、太监府书房春黄昏,小石头认为如果霸王有这把剑会怎样？,霸王会杀刘邦当皇上，她成为正宫娘娘。,小石头拿着剑:“霸王要是有这把剑，早就把刘邦给宰了，当上了皇上，那你就是正宫娘娘了。”,dialogue/beliefs
20,三十二、厢房一走廊 春黄昏,大管家对两位小角儿说了什么？,这是老公公特地赏给两位小角儿的，谢赏去吧。,大管家:“这是老公公特地赏给两位小角儿的，谢赏去吧。”,dialogue/beliefs
21,四十四、后台春黄昏,袁四爷为什么邀请晓楼和蝶衣去喝酒？,为了细谈戏的学问。,袁四爷:“如不嫌弃请两位到舍下小酌几杯，然后细谈。实话说，这出戏的学问，还真是不浅。”,causal/relational queries
22,二、地坛市场 | 二十三、戏园内 | 十八、关家科班 | 三十、关家科班春黄昏,在小石头用烟袋惩罚小豆子纠正唱词时，他的情绪状态如何体现？,小石头表现出严厉且强硬的情绪状态，他通过强行用烟袋捅小豆子的嘴并逼迫其重复念词来施加惩罚。,小石头夺过烟袋后揪住小豆子，用烟袋反复捅其嘴中并逼他念词，每错一次就再次施压，动作充满强制和严厉。,character states
23,七、关家堂屋 | 三十、关家科班春黄昏,小豆子在被小石头用烟袋惩罚之前，因为什么表现而引发了这一事件？,小豆子在念《思凡》时说错词，未能正确接上下一句，导致戏园老板皱眉离开，关师傅赔罪，从而引发小石头用烟袋惩罚他。,小豆子念《思凡》时说错词，话到‘我本是男儿郎’后顿住，没能接上下一句，戏园老板皱眉离开，关师傅赔罪。,character states
24,二、地坛市场 | 二十三、戏园内 | 十八、关家科班,在小癞子逃跑被追回后，小石头对小癞子采取了什么具体行动？,小石头将小癞子押了回来，并和其他孩子一起将他按倒在地。,小石头把小癞子押回来，并和别的孩子一起将他按倒在地。,character states
25,十九、科班浴室春夜 | 二十一、科班门口——胡同 | 二十六、关家科班春黄昏,小豆子在逃跑前对小石头表达遗言时表现出怎样的心理状态？,小豆子表现出绝望和认命的心理状态，他认为自己会被打死，并提前将仅有的积蓄留给小石头作为告别。,小豆子举着手，神情茫然地说自己要被打死了，并把枕头底下的钱留给小石头。,character states
26,七、关家堂屋 | 二十六、关家科班春黄昏 | 三十、关家科班春黄昏,小豆子在什么情况下表现出愿意为他人承担责任的心理状态？,小豆子在看到关师傅追打小石头时，主动站出来声称错误在自己，请求师父惩罚自己而非师哥，表现出他愿意为他人承担责任的心理状态。,小豆子站出来替小石头认错并请求受罚，随后俯身趴在板凳上接受抽打。,character states
27,四十四、后台春黄昏 | 四十二、戏园台上 春 黄昏 内 | 四十九、戏园春夜,在为晓楼卸妆并调整他的姿势时，程蝶衣表现出怎样的心理状态？,程蝶衣表现出专注和投入的心理状态，他对晓楼的动作细致引导，并在身体接触中流露出情感上的亲近。,蝶衣为晓楼卸妆时手指轻触其腰部示意调整姿势，手搭在晓楼腰间且神情专注，镜中两人身影重叠。,character states
28,四十六、后台春 黄昏 | 五十、戏园后台 | 四十六、后台春 黄昏,在段晓楼提到唱戏不能带到现实生活之后，程蝶衣表现出怎样的心理状态？,程蝶衣感到失望和疏离，选择沉默并离开，显示出他内心对段晓楼妥协现实的态度无法认同。,段晓楼劝说唱戏不能疯魔到生活中，程蝶衣没有回应，站起身径直离去。,character states
29,四十五、花满楼春夜,在晓楼接住菊仙后，菊仙对围在楼上的嫖客表现出怎样的情绪状态？,菊仙表现出愤怒和鄙视的情绪状态，她怒骂嫖客逼她嘴对嘴喂酒，并斥责他们为王八蛋、丫头养的，质问他们为何不敢跳楼。,菊仙被接住后指着楼上骂嫖客逼她嘴对嘴喂酒，并冲围观者喊话辱骂，斥其为王八蛋、丫头养的，逼他们跳楼。,character states
30,三十、关家科班春黄昏,小豆子在练功棚里最终唱《思凡》时表现出怎样的心理状态？,小豆子表现出坚定和决绝的心理状态。,小豆子带伤坚持唱完《思凡》，声音清晰而决绝，没有再停。,character states
31,三十四、厢房走廊春黄昏 | 三十五、太监内室春黄昏 | 九、关家科班冬日阴,在被张太监要求当众排尿时，小豆子表现出怎样的心理状态？,小豆子表现出紧张和犹豫的心理状态。,小豆子在张太监的注视下神情紧张，犹豫片刻后才开始解裤，动作迟疑，显示出内心的不安。,character states
32,四十四、后台春黄昏,在袁四爷进入化妆间后，程蝶衣的神情和动作表现出怎样的心理状态？,程蝶衣表现出恭敬而克制的心理状态，他立刻放下原本搭在晓楼腰间的手，迅速行礼并低头接受赠礼，显示出对袁四爷的敬畏和自我约束。,袁四爷进来后，蝶衣立刻放下手并行礼，接过头面时低头看着，随后恭敬地请对方指教。,character states
33,七、关家堂屋 | 十八、关家科班 | 三十、关家科班春黄昏,小豆子在被小石头用烟袋惩罚时表现出怎样的心理和身体状态？,小豆子在被惩罚时处于痛苦和恐惧之中，身体上挣扎反抗，嘴里渗出血来，表现出极大的生理痛苦和心理压迫。,小豆子挣扎着，嘴里渗出血来，烟袋一次次被抽出又强行塞入，显示出他承受着剧烈的痛苦。,character states
34,七、关家堂屋 | 十八、关家科班 | 三十、关家科班春黄昏,小豆子在被小石头用烟袋惩罚时表现出怎样的状态？,小豆子在被惩罚时处于痛苦和被迫服从的状态，他挣扎着抵抗，但仍然被迫重复念词，嘴里渗出血来。,小豆子挣扎着，嘴里渗出血来，烟袋一次次被抽出又强行塞入，被迫重复念词。,character states
35,十一、科班练功棚冬日 | 三十、关家科班春黄昏,小石头在被罚跪盆时表现出怎样的心理状态？,小石头在被罚跪盆时表现出顺从且遵守规矩的态度，同时仍带有顽皮和从容的神情。,小石头受罚时朝小豆子做鬼脸，表示还没演完并主动取枷板和水盆，跪下后一直举着水盆坚持到底。,character states
36,三十、关家科班春黄昏,在戏园老板考较小豆子之后，小石头用什么方式表达他对小豆子念错唱词的态度？,小石头用烟袋狠狠捅进小豆子的嘴里，逼他纠正唱词。,小石头夺过烟袋，将小豆子拽到练功棚，用沾血的烟袋多次强行塞入其口中，逼迫他重复念词。,character states
