id,scene,question,answer,evidence,qa_type
1,14、小曼家，日，外,"在[14、小曼家，日，外]中, 卢小鱼在表白时的情绪如何？",紧张且急切,卢小鱼对小曼：从第一次见到你，我就愿意为你赴汤蹈火。,character states
2,23、树林里，日，外,"在[23、树林里，日，外]中, 卢小鱼的身份是什么？",假扮小曼母亲的女生,那个女人慢慢转过身，原来是卢小鱼假扮的。,character states
3,29、卢小鱼住处，夜，外,卢小鱼小弟为什么按掉卢小鱼的电话？,因卢小鱼打算打电话提亲，而小弟认为应打给爷爷,按了一下手机给他挂掉）被胜利的喜悦冲昏头脑了啊，提亲应该打电话给爷爷啊,causal/relational queries
4,29、卢小鱼住处，夜，外,卢小鱼为什么收敛脸上的笑容？,因卢小鱼小弟质疑他的开心源于追到小曼,对哦！可是我怎么感觉你的开心是来源于追到了小曼呢？卢小鱼收敛住了脸上的笑容,causal/relational queries
5,15、堕落街，日，外,"在[15、堕落街，日，外]中, 卢小鱼的情绪状态如何？",急切且寻求帮助,卢小鱼起身离开：我再问问别人。,character states
6,20、蔡老板家，夜，内,"在[20、蔡老板家，夜，内]中, 蔡老板的威胁是什么？",把卢小鱼扔进田里当肥料,我就把你装进麻袋扔进田里当肥料,character states
7,43、酒吧，日，内,卢小鱼对小曼表达了什么意愿？,愿意为她赴汤蹈火。,△卢小鱼：从第一次见到你，我就愿意为你赴汤蹈火。,dialogue/beliefs
8,46、卢小鱼住处，夜，外,黄杰瑞认为什么样的人能发挥最本真之味？,用情至深的人,仅此类人方可作出世间最本真之味，但也因用情至深,dialogue/beliefs
9,46、卢小鱼住处，夜，外,在[46、卢小鱼住处，夜，外]中，黄杰瑞的画外音中提到什么条件会导致天赋之力冲破束缚？,情感受创后再次创伤,如若情感受创，感知会自行封闭，直觉不仅及常人，直至再受创伤，其天赋之力，又将会冲破束缚，水到渠成，王者归来。,dialogue/beliefs
10,45、病房，夜，内,梅姐提出什么建议？,联手去挑战，把堕落街赢回来吧！,梅姐：要不我们联手去挑战，把堕落街赢回来吧！,dialogue/beliefs
11,52、医院，日，内,黄杰瑞认为厨圣的真正原因是什么？,超强的感知力接收到更多信息并指导烹饪方式,黄杰瑞：原来厨圣并不是厨艺高强而是靠超强的感知力让自己在触摸食材时接收到比常人多百倍的信息，并立刻想到最适合的烹饪方式来指导搭配，这远远超越了技法本身。,dialogue/beliefs
12,32、堕落街，夜，外,建国对‘男朋友’称谓有何反应？,质问为什么用‘男朋友’称谓,建国举着哑铃似乎很愤怒：为什么是男朋友这种称谓？,dialogue/beliefs
13,40、堕落街，夜，外,小曼为什么在喝汤后突然唱歌？,因为黄杰瑞的汤让她感到温暖充满爱,好温暖啊，整个世界都充满了爱，愿世界和平。,causal/relational queries
14,35、卢小鱼住处，夜，外,卢小鱼小弟离开后为什么把钱扔在卢小鱼脚下？,表达对卢小鱼的不满,卢小鱼小弟离开了，把钱扔在了卢小鱼脚下。,causal/relational queries
15,37、殡仪馆，夜，内,卢小鱼为什么栽倒下去？,四大金刚朝他扑过来,四大金刚朝他扑了过来,causal/relational queries
16,31、卢小鱼住处，夜，外,卢小鱼如何评价自己的行为？,质疑自己放弃前程是否合理,我身为一个麻木无情的枭雄，放弃大好的前程不要去喜欢一个女张翼德，这样合理吗？,dialogue/beliefs
17,53、发布会会场，日，内,提鲜粉的作用是什么？,让人的味觉产生间歇性麻痹，再吃其他菜没味儿。,我在汤母的锅里放了咱们公司的提鲜粉，吃了会上瘾的，一定要替我保密啊，这种鲜味儿，会让人的味觉产生间歇性的麻痹，再吃你们的菜，当然就没味儿了。,terminology/abbreviation/concept
18,8、招牌小吃，夜，内,"在[8、招牌小吃，夜，内]中, 黄杰瑞拿出的黄色碟片包含哪些内容？",《夫妻恩爱秘籍》、《我与神笔马良的一段情》,黄杰瑞将衣服扯开，露出了挂在衣服内侧的黄色碟片。黄杰瑞：《夫妻恩爱秘籍》、《我与神笔马良的一段情》，店长推荐。,objects/props
19,44、街道，夜，外,为什么卢小鱼小弟要回来？,因为卢小鱼得心脏病了，要继承他的金银珠宝。,你都得心脏病了，我得回来继承你这身金银珠宝啊！,causal/relational queries
20,26、堕落街，日，外,"在[26、堕落街，日，外]中, 新佑卫门的自我评价如何？",认为自己无敌,看来新佑卫门无敌记录，在中国也能保持下去了。,character states
21,27、招牌小店，夜，内,在黄杰瑞用毛衣针将蔡老板的衣服变成毛衣后，蔡老板表现出怎样的心理状态？,蔡老板感到羞怒和狼狈，急于摆脱窘境。,蔡老板低头发现衣服变成缠满线团的毛衣后急忙挣扎扯下，满脸羞怒，顾不上多言就拉起随从离开。,character states
22,47、卢小鱼住处，日，外 | 49、发布会现场，日，内,卢小鱼为什么选择用厨艺对决的方式来阻止蔡老板获得堕落街的控制权？,因为卢小鱼希望通过一场有明确胜负规则的公开挑战，以自己的超能力厨艺赢回堕落街的归属权，同时避免秘籍落入蔡老板之手。,卢小鱼提出以厨艺对决决定堕落街归属，若赢则收回堕落街，若输则交出秘籍电子版，且该挑战得到蔡老板和汤母的同意。,causal/relational queries
23,2、龙凤酒楼，日，内 | 27、招牌小店，夜，内,为什么蔡老板在龙大师演唱《水手》时能够迅速压制其气势并赢得现场支持？,因为蔡老板紧接着带领黑衣人整齐鞠躬并合唱《三百六十五个祝福》，以更有组织和感染力的集体仪式扭转了现场氛围。,蔡老板带领黑衣人鞠躬后高唱《三百六十五个祝福》，黑衣人列队拍手助阵并高喊‘厨圣’，现场气氛完全转向支持蔡老板。,causal/relational queries
24,43、酒吧，日，内 | 40、堕落街，夜，外 | 49、发布会现场，日，内,小曼在当众殴打蔡老板后，对卢小鱼表达了怎样的情感态度？,小曼转身走向卢小鱼，直视着他，公开称赞他有情、有义、有胆、有品，并表示支持他。,小曼打完蔡老板后走向卢小鱼，当众称他为‘四有新人’并表明支持。,character states
25,2、龙凤酒楼，日，内 | 8、招牌小吃，夜，内,为什么蔡老板在看到建国烤羊腿时会觉得场面太残忍？,因为建国在空中旋转烤羊腿的动作让蔡老板联想到自己童年为保卫祖国拼命锻炼的痛苦回忆，产生了情感上的共鸣与不适。,蔡老板曾回忆小时候为保卫祖国拼命锻炼，而建国在空中旋转烤羊腿的行为唤起了类似的画面和感受。,causal/relational queries
26,48、街道，日，外 | 49、发布会现场，日，内,为什么卢小鱼在提出厨艺对决后还要求几分钟时间？,因为卢小鱼想利用这几分钟时间与堕落街的伙伴们沟通，组织人手为即将到来的对决做准备。,卢小鱼提出对决后请求几分钟时间，要和堕落街的伙伴们说几句话，组织人手准备应战。,causal/relational queries
27,43、酒吧，日，内 | 40、堕落街，夜，外 | 49、发布会现场，日，内,小曼在什么情况下表现出对卢小鱼的情感支持，这种支持反映了她怎样的内心状态？,小曼在当众殴打蔡老板后，转身向卢小鱼表达支持，称他是有情有义有胆有品的四有新人，这反映了她对真诚情感的珍视和对虚伪势力的愤怒。,小曼因蔡老板讥讽卢小鱼而动手打人，随后当众肯定卢小鱼的品格并表示支持。,character states
