id,scene,question,answer,evidence,qa_type
1,场44，夜，铁道涵洞,"在[场44，夜，铁道涵洞]中, 阿信在涵洞内的状态如何？",脸上带着新的伤痕，刚经过一场恶战,△阿信脸上带着新的伤痕，看得出来刚经过一场恶战,character states
2,场64，夜，阿信家,"在[场64，夜，阿信家]中, 阿信的身体状态如何？",浑身是伤，小腿伤口流血,阿信脱去上衣，浑身是伤，小腿伤口流着血。,character states
3,场61，夜，庙口小树家面摊,"在[场61，夜，庙口小树家面摊]中, 菜甫在被木瓜踹倒后处于什么状态？",愤怒但被迫忍耐,菜甫忍着气，勉强陪笑,character states
4,场40，日，水闸门／电话秘书办公室,眷村帮为何停止攻击？,菜甫谎称警察来了。,△菜甫：（指着眷村帮后方大喊）警察来了！,causal/relational queries
5,场89，夜，旺来海产店外街道,菜甫说了什么？,对不起，我不配当你的兄弟。,菜甫（V.O.）：对不起，我不配当你的兄弟。,dialogue/beliefs
6,场37，日，铁路平交道,阿信在一年后是什么状态？,梳着高高的浪子头，杀气腾腾，骑着改装机车。,△一年后的阿信，梳着高高的浪子头，杀气腾腾，骑着改装的「名流100」机车。,temporal references
7,场36，日，教练办公室,阿信的妈妈为何要求他放弃体操？,认为体操无法养活且需回家经营生意,妈妈：你练这个要干么？练这就会饱吗？你几岁啊？你有想过自己以后干么吗？不要练了，跟我回家卖水果。,causal/relational queries
8,场36，日，教练办公室,黄教练为何将阿信从比赛名单中移除？,因阿信左腿不稳导致跳马失误,△黄教练望着阿信再次冲向跳马台，落地时又因左腿不稳而移动了身体。,causal/relational queries
9,场64，夜，阿信家,"在[场64，夜，阿信家]中, 菜甫此时的情绪状态是什么？",因为害怕流泪不止,阿信将菜甫扔到椅子上，菜甫因为害怕流泪不止。,character states
10,场87，夜，屋顶,菜甫承认了什么？,人是我杀的。,菜甫：可是人是我杀的……。（国语）,dialogue/beliefs
11,场59，夜，舞厅,"在[场59，夜，舞厅]中, 阿信在跳舞前的情绪状态如何？",犹豫,阿信犹豫,character states
12,场32，日，体操馆内跳马区,阿信为什么在跳马上空翻转时跌倒？,因为左腿没站稳导致失去平衡,△此时的阿信身材精壮结实，正在跳马上空翻转，准备落地，却因左腿没站稳，失去平衡。,causal/relational queries
13,场28，日，县立体育舘,为什么黄教练需要替换跳马选手？,小小树在跳马时扭伤脚。,不料小小树再度跳离跳马时，竟在落地时扭伤脚。,causal/relational queries
14,场1，夜，体操馆内,"在[场1，夜，体操馆内]中, 阿信在事故中的身体状态如何？",头部流血，双眼圆睁，趴倒在地,阿信趴倒在地板上，双眼圆睁，头部缓缓流出鲜血,character states
15,场4，日，庙会戏台前,"在[场4，日，庙会戏台前]中, 阿公在观看表演时的情绪如何？",乐不可支,阿公乐不可支,character states
16,场58，日，铁道涵洞口,"在[场58，日，铁道涵洞口]中, 菜甫为何突然变脸？",安非他命使他易怒。,△菜甫闻言变脸，因为安非他命使他变得易怒。,character states
17,场3，夜，医院病房内,小贤为什么担心阿信？,因为阿信头部受伤昏迷,△阿信头部已包扎毕，昏迷。△小贤在病床旁整理着阿信的小背包，担心着望着他。,causal/relational queries
18,场32，日，体操馆内跳马区,黄教练为什么批评小树？,因为小树在动作漂亮后仍然冷漠不笑,黄教练：小树，动作很漂亮！但是……你可不可以笑一点啊！裁判又没有欠你钱……,causal/relational queries
19,场66，清晨，阿信家,"在[场66，清晨，阿信家]中, 阿信在门口时的情绪状态如何？",不舍,阿信不舍地停下脚步,character states
20,场5，日，水果摊外,小阿信如何打翻苹果箱？,翻身入镜撞倒一整箱苹果,小阿信翻身入镜，撞倒一整箱苹果,detailed description
21,场58，日，铁道涵洞口,"在[场58，日，铁道涵洞口]中, 菜甫最近的状态如何？",一个礼拜没睡觉了。,菜甫：一个礼拜没睡觉了。,character states
22,场68，清晨，车站月台外围墙,阿信与菜甫如何进入轨道？,弃车，翻过围墙,△阿信与菜甫弃车，翻过围墙入轨道。,detailed description
23,场34，黄昏，水果摊 | 场36，日，教练办公室 | 场45，夜，体操舘内,阿信在被移出比赛名单后，表现出怎样的情绪状态？,阿信感到愤怒和失望。,阿信踹翻椅子并以充满愤怒与失望的目光回头望向母亲和教练后离开。,character states
24,场25，日，体操馆鞍马区 | 场33，黄昏，铁道涵洞 | 场36，日，教练办公室 | 场45，夜，体操舘内,当阿信在黑暗的体操馆中倒立时，他的内心状态如何体现他对体操生涯的情感？,阿信通过静止不动的倒立姿态凝视体操馆，表现出他正以一种沉默而坚定的方式与体操生涯告别，流露出深沉的留恋与决绝。,阿信独自在黑暗中倒立，望着熟悉的空间，一动不动，仿佛在与过去告别。,character states
25,场38，日，水果摊,小贤在妈妈质问他钱少的时候表现出怎样的情绪状态？,小贤表现出不耐烦的情绪状态。,小贤不耐烦地说要妈妈自己去问阿信。,character states
26,场42，日，撞球间／电话秘书办公室,在撞球间里，当阿信和菜甫因听到撞球帮扬言报复而发笑时，柜台妹用什么方式表达了她对两人情绪失控的担忧？,柜台妹用脚踢了踢他们，示意他们不要出声以免暴露藏身位置。,柜台妹悄悄用脚踢了踢他们，示意别暴露。,character states
27,场43，夜，庙口小树家面摊/电话秘书办公室 | 场50，黄昏，庙口小树家面摊,在木瓜带人来到面摊并引发冲突时，菜甫通过什么具体动作表现出他对挑衅者的轻蔑态度？,菜甫用手指推倒啤酒瓶，制造声响吸引对方注意，并在对方质问时赔笑敷衍，随后说出挑衅言语激怒对方，最后拿起破酒瓶把玩，面带不屑。,菜甫悄悄用手指一推，桌边的啤酒瓶应声落地；菜甫赔笑说‘喔！歹谢，不小心的啦！’；菜甫抬高声音回应挑衅；菜甫则把玩着另一只酒瓶，面带不屑。,character states
28,场42，日，撞球间／电话秘书办公室 | 场43，夜，庙口小树家面摊/电话秘书办公室,在撞球帮走进撞球间时，柜台妹对他们的态度如何表现？,柜台妹对撞球帮表现出冷淡和不屑的态度。,柜台妹翻了个白眼，冷着脸把球具递过去，一句话也没说。,character states
29,场39，日，阿信家餐桌/电话秘书办公室 | 场47，夜，阿信小贤房 | 场38，日，水果摊,小贤在看到墙上的金牌后，表现出怎样的心理状态，促使他去找阿信？,小贤在看到墙上的金牌后，内心受到触动，流露出对哥哥阿信的关切，因此决定去找正在阳台喝酒的阿信。,小贤看到阿信挂在墙上的童年金牌后怔了一下，随即拔下耳机，起身去阳台找他。,character states
30,场42，日，撞球间／电话秘书办公室 | 场43，夜，庙口小树家面摊/电话秘书办公室 | 场39，日，阿信家餐桌/电话秘书办公室 | 场47，夜，阿信小贤房 | 场38，日，水果摊,阿信在接到码头指令后、离开撞球间之前，对小树表现出怎样的心理状态？,阿信在离开前静静看着小树，表现出一种沉默的关注或短暂的内心波动。,阿信挂断电话后站起身，临走前停下来看了看小树，静静看了片刻才转身离去。,character states
31,场42，日，撞球间／电话秘书办公室 | 场43，夜，庙口小树家面摊/电话秘书办公室,在撞球店突袭事件中，阿信的行为表现出他怎样的心理状态？,阿信表现出强势、主导且充满攻击性的心理状态。,阿信大喝一声带头冲出，指挥同伴包围对手，并在打斗中大声叫嚣、挥舞手臂，展现出控制局面的主导姿态。,character states
